 Day:+25, З 1м/с, 746,  Evening:+23, 744
 Day:-9, С 3м/с, 752,  Evening:-12, 752
 Day:-12, СЗ 1м/с, 750,  Evening:-14, 750
 Day:-12, С 3м/с, 757,  Evening:-18, 759
 Day:-5, ЮВ 1м/с, 752,  Evening:-5, 753
 Day:-3, Ю 1м/с, 755,  Evening:-3, 756
 Day:-2, ЮВ 1м/с, 757,  Evening:-3, 757
 Day:-7, В 3м/с, 756,  Evening:-9, 756
 Day:-10, В 2м/с, 757,  Evening:-12, 757
 Day:-9, В 2м/с, 756,  Evening:-8, 756
 Day:-6, ЮЗ 2м/с, 752,  Evening:-4, 749
 Day:-4, З 2м/с, 747,  Evening:-6, 747
 Day:-5, З 2м/с, 746,  Evening:-7, 747
 Day:-6, З 2м/с, 749,  Evening:-7, 749
 Day:-4, З 2м/с, 752,  Evening:-6, 754
 Day:-7, СВ 2м/с, 760,  Evening:-15, 764
 Day:-15, С 1м/с, 766,  Evening:-19, 766
 Day:-14, З 1м/с, 763,  Evening:-13, 764
 Day:-9, З 1м/с, 766,  Evening:-9, 765
 Day:-7, СЗ 2м/с, 761,  Evening:-8, 758
 Day:-9, В 1м/с, 755,  Evening:-9, 755
 Day:-13, ЮВ 1м/с, 758,  Evening:-14, 758
 Day:-16, В 3м/с, 758,  Evening:-17, 759
 Day:-12, В 4м/с, 757,  Evening:-12, 757
 Day:-9, В 3м/с, 755,  Evening:-9, 754
 Day:-7, В 2м/с, 755,  Evening:-9, 756
 Day:-8, В 4м/с, 755,  Evening:-9, 755
 Day:-11, В 3м/с, 759,  Evening:-9, 761
 Day:-11, ЮВ 2м/с, 767,  Evening:-10, 769
 Day:-13, ЮВ 2м/с, 773,  Evening:-14, 774
 Day:-14, ЮВ 2м/с, 776,  Evening:-16, 776
 Day:-14, Ю 2м/с, 770,  Evening:-16, 769
 Day:-12, ЮВ 3м/с, 763,  Evening:-14, 761
 Day:-10, В 4м/с, 758,  Evening:-12, 755
 Day:-3, Ш, 767,  Evening:-4, 767
 Day:-5, Ю 1м/с, 767,  Evening:-6, 767
 Day:-5, Ю 3м/с, 763,  Evening:-5, 762
 Day:-3, Ю 3м/с, 756,  Evening:-3, 753
 Day:-4, ЮВ 2м/с, 750,  Evening:-4, 749
 Day:-5, В 2м/с, 747,  Evening:-4, 746
 Day:-4, В 1м/с, 742,  Evening:-5, 743
 Day:-4, СВ 1м/с, 746,  Evening:-4, 748
 Day:-6, З 2м/с, 752,  Evening:-7, 753
 Day:-6, В 2м/с, 756,  Evening:-7, 757
 Day:-3, ЮВ 2м/с, 758,  Evening:-3, 758
 Day:-4, В 3м/с, 758,  Evening:-4, 758
 Day:, Ш, ,  Evening:-5, 758
 Day:-5, В 2м/с, 760,  Evening:-7, 761
 Day:-9, В 3м/с, 761,  Evening:-10, 761
 Day:-10, В 2м/с, 763,  Evening:-11, 764
 Day:-10, ЮВ 3м/с, 763,  Evening:-12, 762
 Day:-11, В 3м/с, 764,  Evening:-13, 763
 Day:-12, В 2м/с, 762,  Evening:-12, 762
 Day:-9, ЮЗ 1м/с, 762,  Evening:-9, 763
 Day:-5, В 1м/с, 762,  Evening:-6, 761
 Day:-8, ЮВ 2м/с, 753,  Evening:-7, 750
 Day:-6, ЮЗ 2м/с, 748,  Evening:-6, 747
 Day:-6, Ю 2м/с, 737,  Evening:-6, 733
 Day:-5, З 1м/с, 726,  Evening:-3, 729
 Day:-7, З 2м/с, 745,  Evening:-8, 745
 Day:+2, З 3м/с, 749,  Evening:+2, 749
 Day:+2, ЮЗ 2м/с, 752,  Evening:+1, 753
 Day:+1, Ю 1м/с, 758,  Evening:0, 759
 Day:+1, В 2м/с, 758,  Evening:0, 757
 Day:+3, ЮЗ 4м/с, 735,  Evening:+2, 739
 Day:+2, З 2м/с, 742,  Evening:+1, 743
 Day:+2, З 2м/с, 747,  Evening:+1, 749
 Day:+2, З 3м/с, 749,  Evening:+2, 752
 Day:+1, С 1м/с, 756,  Evening:+1, 757
 Day:+1, З 2м/с, 759,  Evening:+2, 761
 Day:+2, З 2м/с, 761,  Evening:+1, 759
 Day:+3, СЗ 2м/с, 756,  Evening:+2, 757
 Day:+2, СЗ 1м/с, 760,  Evening:0, 760
 Day:-1, ЮЗ 1м/с, 758,  Evening:-1, 758
 Day:+2, В 2м/с, 756,  Evening:+1, 755
 Day:+2, ЮВ 1м/с, 752,  Evening:+2, 751
 Day:+6, Ю 3м/с, 747,  Evening:+4, 749
 Day:+2, ЮЗ 1м/с, 754,  Evening:+2, 752
 Day:+2, З 2м/с, 753,  Evening:+1, 750
 Day:+2, З 2м/с, 753,  Evening:+1, 755
 Day:+2, З 2м/с, 755,  Evening:+1, 756
 Day:+1, В 2м/с, 755,  Evening:+1, 754
 Day:+4, ЮВ 2м/с, 752,  Evening:+1, 752
 Day:+3, В 2м/с, 746,  Evening:0, 745
 Day:+5, В 4м/с, 740,  Evening:+3, 740
 Day:+4, З 2м/с, 744,  Evening:+3, 748
 Day:+1, С 1м/с, 749,  Evening:+3, 749
 Day:-2, З 2м/с, 756,  Evening:, 
 Day:-1, З 1м/с, 761,  Evening:-1, 761
 Day:-2, В 1м/с, 761,  Evening:-2, 762
 Day:+7, СВ 3м/с, 755,  Evening:+6, 755
 Day:+7, С 2м/с, 756,  Evening:+2, 757
 Day:+8, СЗ 2м/с, 757,  Evening:+7, 757
 Day:+4, З 2м/с, 758,  Evening:+4, 758
 Day:+12, Ю 1м/с, 754,  Evening:+9, 752
 Day:+12, ЮВ 2м/с, 749,  Evening:+13, 749
 Day:+11, ЮВ 2м/с, 752,  Evening:+10, 752
 Day:+15, ЮВ 1м/с, 755,  Evening:+10, 755
 Day:+17, В 2м/с, 755,  Evening:+9, 755
 Day:+17, ЮВ 2м/с, 752,  Evening:+11, 752
 Day:+11, З 1м/с, 752,  Evening:+7, 752
 Day:+12, Ю 1м/с, 752,  Evening:+6, 751
 Day:+11, ЮВ 1м/с, 749,  Evening:+10, 748
 Day:+10, В 2м/с, 745,  Evening:+10, 743
 Day:+9, ЮВ 2м/с, 740,  Evening:+7, 739
 Day:+7, ЮВ 1м/с, 737,  Evening:+7, 740
 Day:+9, СЗ 2м/с, 742,  Evening:+8, 743
 Day:+8, З 3м/с, 745,  Evening:+8, 743
 Day:+13, СЗ 3м/с, 743,  Evening:+6, 747
 Day:+6, СЗ 2м/с, 749,  Evening:+4, 750
 Day:+2, С 1м/с, 749,  Evening:-1, 749
 Day:+3, С 1м/с, 748,  Evening:+1, 749
 Day:+2, З 2м/с, 751,  Evening:-1, 752
 Day:+1, СЗ 1м/с, 758,  Evening:-1, 761
 Day:+1, В 2м/с, 763,  Evening:-2, 763
 Day:-1, В 2м/с, 755,  Evening:-2, 753
 Day:-1, З 1м/с, 748,  Evening:-2, 748
 Day:0, ЮВ 1м/с, 745,  Evening:-1, 746
 Day:+6, Ю 4м/с, 737,  Evening:+8, 737
 Day:+7, В 2м/с, 737,  Evening:+6, 728
 Day:+27, СВ 3м/с, 750,  Evening:+22, 749
 Day:+28, ЮВ 1м/с, 746,  Evening:+22, 745
 Day:+23, З 3м/с, 743,  Evening:+15, 743
 Day:+20, СЗ 3м/с, 746,  Evening:+13, 748
 Day:+13, СВ 1м/с, 751,  Evening:+12, 752
 Day:+14, В 1м/с, 750,  Evening:+13, 750
 Day:+27, ЮВ 3м/с, 746,  Evening:+21, 744
 Day:+16, СЗ 2м/с, 741,  Evening:+15, 743
 Day:+14, З 2м/с, 744,  Evening:+13, 744
 Day:+15, СЗ 3м/с, 748,  Evening:+12, 750
 Day:+13, СЗ 1м/с, 755,  Evening:+12, 754
 Day:+24, З 3м/с, 751,  Evening:+18, 751
 Day:+27, ЮЗ 2м/с, 750,  Evening:+21, 749
 Day:+28, ЮЗ 2м/с, 743,  Evening:+19, 746
 Day:+25, З 2м/с, 749,  Evening:+21, 749
 Day:+24, З 2м/с, 751,  Evening:+16, 752
 Day:+21, СЗ 2м/с, 755,  Evening:+12, 755
 Day:+24, ЮЗ 1м/с, 752,  Evening:+20, 751
 Day:+30, ЮЗ 3м/с, 749,  Evening:+25, 750
 Day:+21, С 1м/с, 754,  Evening:+15, 755
 Day:+18, СВ 2м/с, 756,  Evening:+13, 758
 Day:+12, СВ 3м/с, 761,  Evening:+9, 762
 Day:+16, СВ 2м/с, 764,  Evening:+8, 763
 Day:+12, СВ 2м/с, 763,  Evening:+6, 764
 Day:+8, С 1м/с, 762,  Evening:+7, 761
 Day:+8, З 2м/с, 759,  Evening:+7, 760
 Day:+9, СВ 2м/с, 762,  Evening:+6, 764
 Day:+9, С 1м/с, 764,  Evening:+7, 763
 Day:+8, З 2м/с, 757,  Evening:+5, 755
 Day:+27, СЗ 3м/с, 746,  Evening:+23, 747
 Day:+27, СЗ 3м/с, 749,  Evening:+22, 749
 Day:+27, ЮЗ 2м/с, 748,  Evening:+25, 746
 Day:+28, З 2м/с, 745,  Evening:+24, 745
 Day:+31, З 3м/с, 742,  Evening:+25, 743
 Day:+27, З 4м/с, 748,  Evening:+22, 749
 Day:+28, С 2м/с, 752,  Evening:+23, 750
 Day:+28, С 3м/с, 748,  Evening:+20, 751
 Day:+25, С 2м/с, 752,  Evening:+20, 752
 Day:+23, С 2м/с, 754,  Evening:+17, 754
 Day:+25, ЮЗ 2м/с, 752,  Evening:+22, 749
 Day:+26, З 3м/с, 746,  Evening:+21, 748
 Day:+23, СВ 2м/с, 750,  Evening:+19, 751
 Day:+22, СВ 2м/с, 752,  Evening:+18, 752
 Day:+25, СВ 1м/с, 753,  Evening:+17, 754
 Day:+26, С 1м/с, 756,  Evening:+21, 756
 Day:+26, С 1м/с, 757,  Evening:+21, 757
 Day:+25, СВ 2м/с, 757,  Evening:+21, 756
 Day:+26, С 2м/с, 756,  Evening:+21, 757
 Day:+27, З 2м/с, 757,  Evening:+17, 757
 Day:+28, СЗ 1м/с, 755,  Evening:+25, 754
 Day:+30, В 3м/с, 753,  Evening:+24, 753
 Day:+33, ЮВ 3м/с, 753,  Evening:+26, 752
 Day:+30, ЮВ 2м/с, 751,  Evening:+25, 750
 Day:+24, Ю 1м/с, 751,  Evening:+22, 751
 Day:+24, З 3м/с, 749,  Evening:+16, 749
 Day:+24, З 3м/с, 746,  Evening:+17, 747
 Day:+23, ЮЗ 1м/с, 747,  Evening:+19, 746
 Day:+27, З 1м/с, 744,  Evening:+22, 745
 Day:+26, СВ 3м/с, 746,  Evening:+19, 748
 Day:+21, ЮВ 2м/с, 743,  Evening:+24, 741
 Day:+31, ЮЗ 3м/с, 738,  Evening:+25, 739
 Day:+23, З 3м/с, 742,  Evening:+21, 741
 Day:+26, З 2м/с, 743,  Evening:+22, 743
 Day:+24, ЮЗ 7м/с, 731,  Evening:+17, 732
 Day:+18, З 5м/с, 737,  Evening:+16, 739
 Day:+21, ЮЗ 3м/с, 743,  Evening:+16, 743
 Day:+20, ЮЗ 3м/с, 743,  Evening:+17, 743
 Day:+19, З 3м/с, 743,  Evening:+15, 744
 Day:+21, ЮЗ 3м/с, 745,  Evening:+18, 745
 Day:+19, СВ 1м/с, 746,  Evening:+17, 746
 Day:+21, СВ 2м/с, 749,  Evening:+20, 749
 Day:+24, ЮВ 1м/с, 749,  Evening:+21, 749
 Day:+27, В 2м/с, 750,  Evening:+22, 750
 Day:+29, ЮВ 1м/с, 751,  Evening:+24, 751
 Day:+30, СЗ 2м/с, 752,  Evening:+21, 752
 Day:+31, З 2м/с, 751,  Evening:+26, 749
 Day:+26, З 2м/с, 749,  Evening:+22, 749
 Day:+25, СЗ 3м/с, 749,  Evening:+22, 749
 Day:+26, СВ 2м/с, 748,  Evening:+23, 748
 Day:+23, ЮВ 2м/с, 747,  Evening:+19, 747
 Day:+25, СЗ 3м/с, 748,  Evening:+18, 748
 Day:+26, ЮЗ 2м/с, 745,  Evening:+22, 744
 Day:+22, СЗ 3м/с, 746,  Evening:+16, 746
 Day:+25, З 3м/с, 745,  Evening:+17, 745
 Day:+25, З 3м/с, 745,  Evening:+20, 745
 Day:+27, З 1м/с, 747,  Evening:+19, 747
 Day:+32, З 2м/с, 747,  Evening:+24, 748
 Day:+35, З 2м/с, 749,  Evening:+28, 748
 Day:+32, В 2м/с, 745,  Evening:+29, 743
 Day:+27, З 4м/с, 737,  Evening:+17, 739
 Day:+23, З 2м/с, 737,  Evening:+17, 738
 Day:+7, СЗ 4м/с, 735,  Evening:+6, 738
 Day:+13, З 5м/с, 745,  Evening:+9, 747
 Day:+13, З 1м/с, 751,  Evening:+8, 752
 Day:+19, З 3м/с, 747,  Evening:+18, 747
 Day:+16, С 2м/с, 748,  Evening:+13, 748
 Day:+17, СЗ 3м/с, 746,  Evening:+13, 746
 Day:+18, СЗ 2м/с, 749,  Evening:+14, 749
 Day:+24, З 2м/с, 749,  Evening:+15, 748
 Day:+18, СЗ 2м/с, 746,  Evening:+17, 744
 Day:+21, З 2м/с, 742,  Evening:+18, 742
 Day:+25, З 4м/с, 741,  Evening:+21, 740
 Day:+22, З 3м/с, 738,  Evening:+20, 739
 Day:+20, Ю 2м/с, 741,  Evening:+17, 741
 Day:+16, З 2м/с, 740,  Evening:+18, 741
 Day:+20, З 2м/с, 741,  Evening:+14, 741
 Day:+15, СЗ 1м/с, 741,  Evening:+16, 742
 Day:+22, З 2м/с, 740,  Evening:+17, 740
 Day:+19, З 2м/с, 739,  Evening:+17, 740
 Day:+25, ЮЗ 2м/с, 739,  Evening:+21, 738
 Day:+22, З 4м/с, 740,  Evening:+16, 742
 Day:+15, З 1м/с, 744,  Evening:+15, 743
 Day:+13, В 2м/с, 740,  Evening:+13, 737
 Day:+21, З 4м/с, 744,  Evening:+17, 746
 Day:+25, ЮЗ 2м/с, 746,  Evening:+22, 746
 Day:+25, ЮЗ 2м/с, 745,  Evening:+19, 745
 Day:+26, З 3м/с, 746,  Evening:+21, 746
 Day:+24, З 2м/с, 748,  Evening:+17, 748
 Day:+26, ЮВ 3м/с, 760,  Evening:+21, 759
 Day:+25, Ю 3м/с, 757,  Evening:+19, 755
 Day:+27, ЮЗ 4м/с, 749,  Evening:+18, 749
 Day:+17, С 3м/с, 750,  Evening:+11, 751
 Day:+10, СЗ 4м/с, 749,  Evening:+7, 748
 Day:+17, З 4м/с, 740,  Evening:+14, 740
 Day:+13, СВ 2м/с, 744,  Evening:+9, 746
 Day:+24, ЮЗ 2м/с, 742,  Evening:+20, 740
 Day:+24, З 3м/с, 734,  Evening:+17, 735
 Day:+13, З 2м/с, 743,  Evening:+10, 741
 Day:+10, З 3м/с, 744,  Evening:+6, 748
 Day:+14, ЮЗ 4м/с, 749,  Evening:+4, 749
 Day:+12, З 3м/с, 754,  Evening:+9, 754
 Day:+14, З 3м/с, 754,  Evening:+11, 754
 Day:+14, С 2м/с, 757,  Evening:+10, 758
 Day:+16, Ю 2м/с, 756,  Evening:+12, 755
 Day:+16, ЮВ 2м/с, 755,  Evening:+14, 754
 Day:+20, Ю 1м/с, 754,  Evening:+16, 753
 Day:+18, З 2м/с, 752,  Evening:+16, 752
 Day:+23, В 2м/с, 746,  Evening:+21, 744
 Day:+14, СЗ 2м/с, 737,  Evening:+13, 737
 Day:+12, СВ 2м/с, 741,  Evening:+10, 742
 Day:+13, СЗ 3м/с, 746,  Evening:+9, 748
 Day:+20, З 3м/с, 750,  Evening:+18, 750
 Day:+25, З 3м/с, 750,  Evening:+21, 750
 Day:+23, Ю 2м/с, 748,  Evening:+18, 747
 Day:+24, З 4м/с, 742,  Evening:+15, 743
 Day:+12, СВ 2м/с, 744,  Evening:+3, 745
 Day:+10, З 3м/с, 749,  Evening:+10, 746
 Day:+19, З 3м/с, 742,  Evening:+16, 743
 Day:0, ЮЗ 4м/с, 755,  Evening:-2, 755
 Day:0, ЮЗ 2м/с, 753,  Evening:0, 750
 Day:+3, СВ 2м/с, 751,  Evening:+1, 753
 Day:+2, СВ 2м/с, 761,  Evening:-3, 761
 Day:+4, З 3м/с, 759,  Evening:+3, 757
 Day:+7, ЮЗ 2м/с, 754,  Evening:+3, 753
 Day:+9, ЮВ 2м/с, 750,  Evening:+7, 750
 Day:+8, ЮВ 3м/с, 748,  Evening:+7, 747
 Day:+14, З 1м/с, 747,  Evening:+6, 750
 Day:+7, СЗ 2м/с, 751,  Evening:+4, 751
 Day:+14, З 3м/с, 749,  Evening:+9, 748
 Day:+16, З 3м/с, 744,  Evening:+13, 742
 Day:+10, З 3м/с, 749,  Evening:+8, 749
 Day:+15, Ю 2м/с, 742,  Evening:+9, 739
 Day:+8, З 4м/с, 735,  Evening:+3, 738
 Day:+10, З 4м/с, 744,  Evening:+9, 745
 Day:+14, З 3м/с, 746,  Evening:+9, 748
 Day:+4, С 1м/с, 753,  Evening:+2, 753
 Day:+5, СВ 3м/с, 749,  Evening:+2, 748
 Day:+2, З 4м/с, 744,  Evening:0, 748
 Day:+6, СЗ 3м/с, 750,  Evening:+4, 749
 Day:0, В 4м/с, 740,  Evening:0, 737
 Day:+13, ЮЗ 3м/с, 744,  Evening:+10, 745
 Day:+9, ЮВ 2м/с, 734,  Evening:+7, 736
 Day:+11, ЮЗ 3м/с, 749,  Evening:+7, 752
 Day:+13, З 2м/с, 757,  Evening:+11, 758
 Day:+17, З 6м/с, 758,  Evening:+14, 758
 Day:+20, ЮЗ 4м/с, 758,  Evening:+17, 758
 Day:+23, З 3м/с, 759,  Evening:+19, 759
 Day:+1, Ю 1м/с, 758,  Evening:-3, 758
 Day:-2, ЮВ 3м/с, 758,  Evening:-3, 757
 Day:+1, ЮВ 3м/с, 752,  Evening:0, 752
 Day:+1, Ю 3м/с, 752,  Evening:0, 754
 Day:+4, Ю 2м/с, 758,  Evening:-1, 758
 Day:+5, ЮЗ 3м/с, 756,  Evening:+1, 757
 Day:+1, Ю 2м/с, 761,  Evening:-2, 762
 Day:-3, В 1м/с, 765,  Evening:-3, 766
 Day:-3, В 2м/с, 766,  Evening:-5, 766
 Day:-5, ЮВ 2м/с, 765,  Evening:-6, 764
 Day:-2, ЮВ 2м/с, 764,  Evening:-7, 763
 Day:-2, ЮВ 1м/с, 762,  Evening:-6, 762
 Day:+1, ЮЗ 2м/с, 760,  Evening:-4, 759
 Day:+3, ЮЗ 1м/с, 758,  Evening:-7, 758
 Day:-1, В 2м/с, 757,  Evening:-4, 755
 Day:0, В 4м/с, 754,  Evening:-4, 754
 Day:-2, В 4м/с, 755,  Evening:-3, 754
 Day:-4, ЮВ 2м/с, 752,  Evening:-5, 752
 Day:-4, ЮВ 3м/с, 752,  Evening:-5, 752
 Day:0, В 3м/с, 752,  Evening:-4, 752
 Day:+2, В 4м/с, 752,  Evening:0, 752
 Day:+2, В 4м/с, 754,  Evening:0, 755
 Day:+1, Ю 1м/с, 755,  Evening:0, 754
 Day:+5, З 3м/с, 754,  Evening:+2, 753
 Day:+3, ЮЗ 3м/с, 740,  Evening:+1, 742
 Day:+2, З 3м/с, 746,  Evening:+1, 746
 Day:+3, Ю 3м/с, 739,  Evening:+1, 737
 Day:+3, З 3м/с, 733,  Evening:+1, 733
 Day:-1, СЗ 7м/с, 735,  Evening:-3, 739
 Day:-1, СЗ 1м/с, 745,  Evening:-3, 747
 Day:-11, З 2м/с, 746,  Evening:-12, 744
 Day:-8, СЗ 3м/с, 743,  Evening:-9, 746
 Day:-11, СЗ 3м/с, 752,  Evening:-13, 754
 Day:-13, З 1м/с, 758,  Evening:-16, 757
 Day:-12, В 5м/с, 746,  Evening:-11, 743
 Day:-16, СЗ 3м/с, 751,  Evening:-21, 753
 Day:-16, СЗ 2м/с, 756,  Evening:-21, 757
 Day:-15, СЗ 4м/с, 758,  Evening:-16, 760
 Day:-12, С 2м/с, 760,  Evening:-21, 761
 Day:-7, З 2м/с, 755,  Evening:-8, 755
 Day:-11, СЗ 1м/с, 759,  Evening:-15, 760
 Day:-10, ЮЗ 2м/с, 761,  Evening:-12, 761
 Day:-8, ЮЗ 2м/с, 761,  Evening:-11, 758
 Day:-7, Ю 3м/с, 746,  Evening:-9, 746
 Day:-8, В 3м/с, 746,  Evening:-9, 747
 Day:-8, С 2м/с, 752,  Evening:-12, 755
 Day:-6, ЮВ 1м/с, 755,  Evening:-14, 755
 Day:-11, ЮЗ 3м/с, 746,  Evening:-8, 745
 Day:+2, СЗ 3м/с, 746,  Evening:-2, 749
 Day:+1, ЮЗ 5м/с, 743,  Evening:+1, 743
 Day:+2, ЮЗ 3м/с, 740,  Evening:+1, 740
 Day:+1, ЮВ 3м/с, 741,  Evening:0, 740
 Day:+1, Ю 3м/с, 740,  Evening:0, 739
 Day:+2, ЮЗ 1м/с, 738,  Evening:+1, 740
 Day:+2, ЮЗ 2м/с, 738,  Evening:+1, 737
 Day:0, З 3м/с, 743,  Evening:-3, 744
 Day:-2, ЮЗ 3м/с, 745,  Evening:0, 746
 Day:-4, ЮЗ 2м/с, 740,  Evening:-4, 740
 Day:-3, ЮЗ 2м/с, 736,  Evening:-2, 735
 Day:0, З 3м/с, 734,  Evening:0, 735
 Day:-5, СЗ 2м/с, 741,  Evening:-9, 746
 Day:-6, ЮВ 3м/с, 749,  Evening:-3, 747
 Day:-1, ЮЗ 1м/с, 752,  Evening:-3, 754
 Day:-3, В 3м/с, 753,  Evening:-3, 751
 Day:-7, СВ 1м/с, 754,  Evening:-8, 755
 Day:-10, СЗ 1м/с, 755,  Evening:-10, 754
 Day:-9, З 1м/с, 754,  Evening:-9, 755
 Day:-7, З 3м/с, 755,  Evening:-7, 755
 Day:-11, ЮЗ 2м/с, 755,  Evening:-13, 755
 Day:-7, ЮВ 2м/с, 755,  Evening:-8, 756
 Day:-12, ЮВ 1м/с, 760,  Evening:-14, 761
 Day:-14, В 2м/с, 762,  Evening:-18, 762
 Day:-14, ЮВ 2м/с, 763,  Evening:-15, 763
 Day:-12, ЮВ 1м/с, 762,  Evening:-14, 761
 Day:-14, З 2м/с, 760,  Evening:-13, 760
 Day:-9, З 2м/с, 756,  Evening:-9, 753
 Day:-8, З 3м/с, 741,  Evening:-5, 741
 Day:-9, З 3м/с, 740,  Evening:-9, 739
 Day:-8, СЗ 3м/с, 742,  Evening:-9, 742
 Day:-7, З 3м/с, 747,  Evening:-9, 747
 Day:-1, З 3м/с, 740,  Evening:-2, 741
 Day:-6, СВ 2м/с, 745,  Evening:-12, 747
 Day:-17, СЗ 3м/с, 748,  Evening:-19, 747
 Day:-16, З 1м/с, 749,  Evening:-16, 749
 Day:-19, В 3м/с, 755,  Evening:-22, 759
 Day:-15, В 1м/с, 764,  Evening:-20, 765
 Day:-12, З 2м/с, 763,  Evening:-16, 761
 Day:-9, Ю 1м/с, 752,  Evening:-11, 753
 Day:-9, ЮВ 2м/с, 752,  Evening:-9, 749
 Day:-7, С 1м/с, 738,  Evening:-9, 740
 Day:-9, СЗ 3м/с, 747,  Evening:-11, 749
 Day:-10, З 1м/с, 749,  Evening:-11, 748
 Day:-6, ЮЗ 3м/с, 738,  Evening:-4, 739
 Day:-15, СЗ 3м/с, 745,  Evening:-18, 747
 Day:-16, Ю 2м/с, 746,  Evening:-13, 742
 Day:-7, З 1м/с, 737,  Evening:-6, 737
 Day:-5, З 2м/с, 730,  Evening:-4, 730
 Day:-11, СЗ 3м/с, 737,  Evening:-15, 740
 Day:-15, З 1м/с, 743,  Evening:-16, 743
 Day:-15, СЗ 2м/с, 746,  Evening:-17, 749
 Day:-18, З 2м/с, 751,  Evening:-19, 752
 Day:-18, ЮЗ 1м/с, 751,  Evening:-20, 752
 Day:-21, С 2м/с, 757,  Evening:-23, 758
 Day:-19, З 3м/с, 755,  Evening:-16, 752
 Day:-9, З 3м/с, 746,  Evening:-7, 746
 Day:-2, З 2м/с, 743,  Evening:-3, 743
 Day:-21, С 1м/с, 758,  Evening:-25, 760
 Day:-15, З 3м/с, 751,  Evening:-10, 748
 Day:-19, СВ 2м/с, 758,  Evening:-19, 761
 Day:-12, Ю 1м/с, 758,  Evening:-9, 757
 Day:-7, ЮЗ 2м/с, 752,  Evening:-7, 752
 Day:-8, В 1м/с, 753,  Evening:-8, 753
 Day:-7, З 1м/с, 752,  Evening:-7, 750
 Day:-4, ЮЗ 4м/с, 746,  Evening:-5, 746
 Day:-3, ЮЗ 2м/с, 749,  Evening:-3, 751
 Day:-2, З 2м/с, 757,  Evening:-3, 758
 Day:-5, З 1м/с, 755,  Evening:-5, 754
 Day:-2, СЗ 2м/с, 746,  Evening:-4, 748
 Day:-4, С 1м/с, 751,  Evening:-6, 753
 Day:-4, В 2м/с, 755,  Evening:-5, 755
 Day:0, ЮЗ 2м/с, 746,  Evening:+1, 747
 Day:+1, ЮЗ 2м/с, 748,  Evening:-2, 748
 Day:-1, З 3м/с, 753,  Evening:-2, 755
 Day:-2, ЮВ 4м/с, 752,  Evening:+1, 750
 Day:+7, ЮЗ 2м/с, 747,  Evening:+7, 749
 Day:+2, В 2м/с, 752,  Evening:+2, 752
 Day:+1, В 3м/с, 752,  Evening:0, 753
 Day:+6, В 2м/с, 748,  Evening:+7, 749
 Day:+2, ЮЗ 3м/с, 752,  Evening:+1, 752
 Day:-2, З 2м/с, 755,  Evening:-3, 757
 Day:-2, В 1м/с, 759,  Evening:-4, 759
 Day:-6, СВ 1м/с, 761,  Evening:-9, 762
 Day:-7, ЮВ 1м/с, 761,  Evening:-9, 762
 Day:-6, ЮВ 1м/с, 763,  Evening:-8, 764
 Day:-6, ЮВ 1м/с, 765,  Evening:-9, 767
 Day:-8, ЮВ 2м/с, 773,  Evening:-10, 775
 Day:-11, ЮВ 2м/с, 780,  Evening:-13, 781
 Day:-9, ЮЗ 2м/с, 779,  Evening:-11, 778
 Day:-5, З 2м/с, 774,  Evening:-8, 773
 Day:-3, З 4м/с, 767,  Evening:-6, 765
 Day:-1, З 4м/с, 757,  Evening:-4, 755
 Day:-2, ЮЗ 3м/с, 747,  Evening:-2, 746
 Day:-2, З 3м/с, 740,  Evening:-2, 743
 Day:-2, ЮЗ 3м/с, 738,  Evening:-1, 740
 Day:+2, Ю 2м/с, 740,  Evening:+4, 738
 Day:0, ЮЗ 3м/с, 745,  Evening:-1, 746
 Day:+11, З 3м/с, 749,  Evening:+12, 751
 Day:+19, З 2м/с, 756,  Evening:+13, 758
 Day:+17, Ш, 757,  Evening:+16, 756
 Day:+19, ЮЗ 2м/с, 755,  Evening:+13, 755
 Day:+21, В 2м/с, 756,  Evening:+13, 756
 Day:+12, В 2м/с, 758,  Evening:+9, 758
 Day:+16, В 3м/с, 755,  Evening:+13, 755
 Day:+18, В 2м/с, 753,  Evening:+13, 755
 Day:+11, В 2м/с, 755,  Evening:+7, 755
 Day:+7, СВ 3м/с, 755,  Evening:+2, 756
 Day:+5, СВ 2м/с, 755,  Evening:+3, 757
 Day:+7, СЗ 2м/с, 758,  Evening:+3, 758
 Day:+4, З 2м/с, 755,  Evening:+3, 754
 Day:+2, Ю 1м/с, 753,  Evening:+2, 754
 Day:+5, С 2м/с, 755,  Evening:+4, 755
 Day:+2, СВ 3м/с, 758,  Evening:+2, 760
 Day:+4, С 1м/с, 761,  Evening:+3, 760
 Day:+4, З 3м/с, 757,  Evening:+4, 758
 Day:+6, СЗ 1м/с, 759,  Evening:+4, 759
 Day:+6, СЗ 2м/с, 761,  Evening:+3, 762
 Day:+3, СВ 2м/с, 765,  Evening:0, 767
 Day:+3, СВ 2м/с, 769,  Evening:+1, 769
 Day:+1, В 2м/с, 772,  Evening:-1, 773
 Day:+2, С 1м/с, 774,  Evening:+1, 773
 Day:+1, СВ 1м/с, 772,  Evening:0, 771
 Day:0, Ю 1м/с, 770,  Evening:-1, 769
 Day:+3, В 2м/с, 767,  Evening:+2, 765
 Day:+3, СВ 1м/с, 761,  Evening:-1, 759
 Day:-1, С 1м/с, 752,  Evening:-1, 750
